content,score,Label
Ada apa ini saya mencoba login tapi tidak bisa.pakai no telpon tidak bisa.pakai email tidak bisa!,3,Netral
Saya tidak bisa menggunakan discord karna saya gabisa login aku udah mau verify pw dah bener nama dah bener tapi gabisa katanya invalid,1,Negatif
"HALO SELAMAT MALAM UNTUK PIHAK DISCORD YANG TERHORMAT,SAYA PUNYA KENDALA DI APLIKASI DISCORD,KENAPA PADA SAAT SAYA INGIN LOGIN KE AKUN DISCORD SAYA TIDAK BISA, PADAHAL SAYA MENGISI EMAIL DAN KATA SANDI DENGAN BENAR,TAPI KENAPA TETAP TIDAK BISA LOGIN???,,,,SAYA MENCOBA BERULANG KALI TAPI TETAP TIDAK BISA,SEMOGA PIHAK APLIKASI DISCORD BISA MENANGGAPI KOMENTAR SAYA.TERIMAKASIH DAN SELAMAT MALAM🙏😊",2,Negatif
"Aplikasi nya bagus, sekarang saha bisa hujat midbah lagi, soalnya tiktok dia di private",5,Positif
"Apk gk jelas udh login tapi invalid Mulu ngapain harus verify sih pake code² segala bikin rumit aja, maneh nu ngirim code na tapi pas di asupkeun kalakah invalid geura. teu jelas goblok. Perbaikin lagi ya blok bikin emosi aja anj..",1,Negatif
Aku kasih bintang 5 discord bagus cmn tolong adain salin akun kita yg lama cape password yg lama dh simpan malah ilang capek jg bikin akun discord,5,Positif
Kenapa sering mati sendiri ya kalau sedang bermain game??,4,Positif
"Aplikasi nya sangat bagus, akhirnya saya bisa menghina meowbah habis habisan 🥰",5,Positif
Apk masuk aja gka bisa segaja di ulang ulang,1,Negatif
Aplikasi ini keren saya bisa berkomunikasi dengan teman saya yang jauh rumah nya!!!🤓🤓🤓,5,Positif
Sangat luar biasa saya bisa bertemu youtouber panutan saya saya sang bahagia dan saya jadi top global pet simulator x saya juga bisa vois not dengan youtouber lain dan saya mendapat kan pet gratis dari panutan saya,5,Positif
Taik banget. Mau registrasi susah bet anjg. Mau login juga ribet gblk asli kesel gw dari tadi kagak bisa login maupun register taik,1,Negatif
Ini cara masuk nya gimana soalnya ada gambar terus susruh nebak,5,Positif
Mendadak auto logg out. Pas login kok notenya password salah? Minta fitur lupa password tapi SMS tidak kunjung ada. Mohon untuk diperbaiki kembali,2,Negatif
Udh lumayan cuma ada banyak scam bot yang ngehack malahan aku kehack 3 kali,5,Positif
Karena aplikasi ini membikin saya bisa memasang mod di game saya,5,Positif
Ini kenapa saya tidak bisa login ya? Saat verifikaty selalu tiba tiba keluar. Mohon secepatnya diperbaiki,1,Negatif
"Aplikasi yang sangat buruk bagi saya, untuk login aja sangat susah, yang paling buruk bagi saya adalah verifikasi nomor yang tidak masuk-masuk di SMS, nunggu sampai 1 jam gak ada respon itu berlaku bagi register dan login, betapa buruknya aplikasi discord ini mau buat akun atau login susah banget, mending jangan download kalo bermasalah ini.",1,Negatif
Aplikasi nya bagus banget bisa mengobrol dengan teman2,5,Positif
Yah lumayan buat ngobrol terutama sama yutuber,5,Positif
Aplikasi apa ini gak bisa konfimasi,1,Negatif
"Halo Dev , Apknya sudah bagus hanya saja jika ingin login ulang itu invalid kode/gmail nya , hanya itu saja keluhan saya , Terima kasih 🙏",3,Netral
"Makasih discord dah jadi alat komunikasi yang mantep, ga kaya yang warna ijo haha......",5,Positif
Mohon maaf ya ini akan saya kasi bintang 5 jika masalah saya bisa di atasi mengapa saat saya register kok gak bisa ya padahal saya sudah pakai email atau pun nomor telepon tapi tetp tidak bisa di register mohon di perbaiki dan terimakasi,2,Negatif
"Apkny bagus, bisa buat Mabar sama temen",5,Positif
Bagus saya bisa mengobrol dengan teman saya tetapi knp pas saya bermain smash legends tiba tiba keluar discord sendiri??,5,Positif
"Yuk bisa yuk, bikin apps desktopnya lebih ringan",5,Positif
Kamu adalah yang terbaik yang bisa bantuin saya dalam disconne di game ini,5,Positif
Apk nya bagus bisa chat dan ngobrol sma tem3n,5,Positif
"nge lag parah, dah di coba reinstall, hapus data dan lain2. tetap aja masih ngelag mohon di fix ya 🙏",3,Netral
Masuk Discord kayak mau buka folder rahasia banyak betul yg verify trus udah di verify dibilang nya password salah :),1,Negatif
Saya tidak bisa login padahal id saya sudah benar,1,Negatif
"Makasih discord, bisa buat garap ahihihi",5,Positif
Tolong di perbaiki reconnecting dalam discord karena sangat menggangu dan sangat lama saya sudah cek internet saya dengan membuka beberapa aplikasi tolong di perbaiki,2,Negatif
sangat bagus saya bisa nonton hentai di disini,5,Positif
"ini knp y,sy mo buat akun gabisa,udah masukin email,sandi yg bnr,stlh di ok tulisannya yg slh emaill, klo ga ya tulisannya yg slh sandi, maksud ny apa ya min😀",1,Negatif
Aplikasi nya bagus tp cuma pas ud login Kok ga bisa masuk Tolong di perbaiki ya👍👍,2,Negatif
"Tolong min fix bug Discordnya soalnya udah aku instal 3× rapi gk bisa² gk tau krna knp, masalah jaringan? Lancar² aja, pemyimpanan Masih kosong, Tolong min fix bug Instal nya min",1,Negatif
Mr elon musk kirim pesan ke gmail bantu kotak surat gmail saya yang di hack layanan persyaratan kembar jahil. Balasan dari saya selaalu tidak terkirim,5,Positif
"Knp saya tidak bisa masuk dengan akun lama saya, saya sangat kesal dengan ini!!!!!!!!!!",1,Negatif
"Susah login sama ganti sandi,w lupa sandi discordnya udah mau verifikasi tapi pesan SMS nya GK ke kirim Mulu dah nunggu lama juga",2,Negatif
Pk nya enak bisa main sambil ngobrol,4,Positif
Dahlah udah kosong penyimpanan 60GB tetep aja gabisa diinstal,1,Negatif
"Aplikasi yg sangat bagus untuk berkomunikasi,tapi tolong perbaiki sistem jaringannya karena saya sering delay dan lag terus",4,Positif
Tolong ya ini saya kemarin login terus tiba² dc nya keluar sendiri nah pas aku login kembali tiba² akun ku terganti sendiri padahal kemarin aku ga ganti tolong ya di perbaiki lagi🧐,1,Negatif
Aplikasi ini bisa menam bahkan rublin rublin kalian sudah berapa gitu kalian bisa dapet robux gratis dan caranya .reg dan pakai nama kalian widraw saja dapatkan kode nya dan harus pakai. Waktu,5,Positif
"Ditunggu kode verify ny ...g dikirim kirim ,apk apa ini g bagus",1,Negatif
untuk Verivikasi nya sangat buruk sulit di percaya tapi nyata really not the application,1,Negatif
Tidak bisa login,1,Negatif
Kok saya tidak bisa login padahal email dan password sudah benar,1,Negatif
saya sudah mencoba verify tapi kenapa tidak bisa???,1,Negatif
Kenapa saya tidak bisa bikin account baru tolong dibantu,2,Negatif
Saya kasih 3 karena mic suka bug atqu ga bisa bicara,3,Netral
Aplikasi nya bagus banget. Jadi bisa main dan belajar sama teman Online 😄👍,5,Positif
Hallo saya mau bilang ini seru tapi kenapa enggak ada bahasa Indonesia jadi saya harus pakai google untuk kalau mau chatan mohon dibuat bahasa indonesia ya terimakasih.🙏,4,Positif
"Apknya lengkap bagus, tapi language Indonesia ngak ada. Tolong tambahkan",4,Positif
"Oy tolong ya admin discord yg terhormat di update ya tolong bahas Indonesia ny dimasuk diotomatis kan kalian ingat enak klu ga bisa bahasa Inggris!!klu bisa enak juga la , klu ga bisa bahasa Indonesia gmn!tlong di dengar semua ulasan jgn didiam!percuma lu admin klu ga bisa bahasa Indonesia jgn disebabkan di Indonesia kimakk!klu g di update juga secepat ny semoga la ad aplikasi ini yg lebih baik dri discord!!!paham kau!! Bintang 1 dlu dh di update bru bintang 5",1,Negatif
Saya disuruh verivikasi tetapi tidak bisa? Saya sudah bener memasukan email,1,Negatif
Sangat bagus Dan Bermanfaat untuk berkomunikasi ketika main bersama Oke Sekian terimakasih,4,Positif
Waw bagus sekali sampai akupun tak percaya waw,5,Positif
Update tros ampe penyimpanan gua penuh tytyd!,4,Positif
"Aplikasi ini sangat bagus kawan, akan lebih bagus kalau anda pemain epep tidak mendownload aplikasi ini",4,Positif
Putus sendiri tiba2 mute sendiri gimana woy,1,Negatif
Masalah kembali mengapa saat saya ingin bergabung dengan server orang terus ada tulisan singn in saya pilih log in in app pas pilih itu server nya gak ada kok makin banyak bug sih discord 😡,2,Negatif
"Gajelas gua udah register terus ke tanggal lahir tiba"" mentok ke verify by chapta, sebaiknya di perbaiki bug nyaa min",1,Negatif
Wah apk ini bagus banget :),5,Positif
Gunanya ni apk di hp gw cuman buat masuk grup dc gtps dolan mwheheeheh,5,Positif
Tolong untuk membuat akun di permudah karena membuat akunya terlalu sulit,1,Negatif
Ntaps berkat aplikasi discord.Skrang saya bisa tau info update manhwa18+ karna saya join grup nya! Wkwkwk😁,5,Positif
Yakali Ini Aplikasi Discord Ga Di Download Entar Nyesel Lo Buat Ngobrol Main Game Biasanya Kalo Aku,5,Positif
Gila bagus banget aplikasi nya bisa ngobrol sekaligus berteman sama orang random,5,Positif
Tidak bisa login padahal pasword nya udah bener udah di screcshot tapi tetap salah,1,Negatif
setiap add server kenapa selalu log uot tolong perbaik,1,Negatif
Jelek banget gara gara pakek bahasa inggris gak bisa tau,1,Negatif
Sebuah sosmed yg unik berbasis komunitas,5,Positif
"Saya lulus snmptn gara gara discord, terimakasih discordd",5,Positif
Sering mati saat main game,4,Positif
"Aplikasinya bagus bisa buat komunikasi ama temen pas lagi main game, tapi gaenaknya kalo pake bot music itu suaranya di HP ku selalu redup gatau kenapa, semoga aja next update diluncurkan bahasa Indonesia agar saya ngerti cara setting voice nya🙏",4,Positif
Ga jelasssss udh 18 kali verif ga bisaa apa laki kreator ny nyepam code ajg,1,Negatif
"Berisik Ada Agilll, uek uek doank, bintang 1 dulu dah ya",1,Negatif
"ok, bagus udah ada peningkatan kualitas audio",5,Positif
Aplilasinya bagus tapi yg gua gk suka adlh pas login ulang udh berkali kali peripikasi tpi TDK bisa,4,Positif
Pliss language Indonesian 😩,1,Negatif
Aplikasi gak guna ada something going here pake nomor telepon verify kode tapi kode tidak masuk saya padahal udah masukin nomor telepon yg bener tolong dong fitur ini dihapus atau diuptade lagi!!!!!!,1,Negatif
Aplikasi ini bagus bangeeeeeeet!!!!!!!!!!!!!!!!!,5,Positif
Apk jelek bangsad gak bisa masuk padahal udah tak masukin email sama password,2,Negatif
Suara share screen ga ada anjng,1,Negatif
"Bodoh!, udah cari password dan emailnya tetap saja invalid. Aneh kaliilah ini dc😝😝",1,Negatif
Semoga dari sini saya mendapatkan keadilan dalam setiap permainan ini. Thnks,5,Positif
Sangat mudah untuk digunakan,5,Positif
Untuk mengobrol sangat bagus,5,Positif
"Hai discord team, tolong lah perbaiki system keamanan app mu, banyak pengguna (termasuk saya) yang akun nya ke hack gara gara link pishing, jadi harap system keamanan app nya di perbaiki, saya sudah muak sama link ""pishing"" untuk mengambil alih akun discord",4,Positif
Tolong perbaiki di bagian verifikasi menggunakan nomor handphone,1,Negatif
2 akun saya ilang karena di suruh verified email/verified handphone pas saya pilih verified email udh ada bacaan terkirim tapi pas saya cek gk ada mohon ini di perbaiki masalah nya ya,1,Negatif
Mau login susah tolol pantes sepi banget makin mau merubah Paswornya susah apa² susah pantes rating jelek apk gk guna,1,Negatif
Nggak jelas nggak bisa login ko**,1,Negatif
Login nya dipersulit dengan adanya verif tidak jelas padahal sebelum nya login nya gampang2 aja,1,Negatif
Bagus banget sepupu aku juga sama adek aku pake ini karna sepupu aku gak punya wa,5,Positif
Discord plz lah jangan verifiasi nomor aku Sudah tidak paham karena tidak ada Yang masuk malah Barusan aku buat akun njir plz discord plz jangan tandai nomor telepon nanti saja verifikasi 2 langkahnya :<,1,Negatif
Aplikasi asu masak gak bisa verifikasi pakai email dan pasword pas login udah berkali-kali loh dan sampai gua nyerah aja aplikasi burik gak bisa dimaenin 😠😠,1,Negatif
Tolong pada pihak developer ini DC saya kok crash terus padahal memory internal aj masih banyak kalau bug ini dah difiks ak kasih bintang 5,4,Positif
kadang login nya susah.,1,Negatif
"Ini diacord kenapa sih? Pas udah di update ko tiba tiba tidak bisa login, ato lebih tepatnya pas loading captcha tiba tiba balik di suruh masukin password mulu.",2,Negatif
"Ni ya developer kampang, mau buat akun aja susah bener anjing kampang sek emak, udah pake email yang bener malah expired, udah pake no HP gabisa malah keluar, kampang babi anjing, apl nya bagus cuman pas register kek konten anjing developer njing kampang kampang kampang kampang cuk emak ku yaa",1,Negatif
Saya sudah verifikasi berkali² tapi tetap tidak berhasil,2,Negatif
Benerin bugnya diupdate malah bug kemana mana force close mulu,1,Negatif
"Aplikasinya bagus, tapi kenapa pas mau login itu susah!!!!!, Saya udah pake no telfon, terus code nya udh muncul, udah saya tulis kode sesua Inya,tapi gak bisa!!!!!!, Gimana si, saya udah login kemana mana tetep gak bisa, saya kecewa sama discord!",2,Negatif
Mohon Maaf ini Saya dah login tapi tetep gak bisa register juga gak bisa😔 mon maaf ini tolong di perbaiki y😉,1,Negatif
Aplikasi chat terbaik bagi gamer!!!,5,Positif
"APK Taii..suaranya gak ada,,minta update trus",1,Negatif
"Mungkin aplikasinya bagus, karena saya belum mencoba aplikasinya, tapi semoga aja beneran bagus ya hehe",5,Positif
"Najis tiba tiba relog,gw mau ikutan turnamen jadi gagal udah gitu ngebug Kontoll",1,Negatif
"verifikasi nomor telepon terlalu berlebihan, lebih baik bila itu dijadikan opsional",1,Negatif
Aplikasinya error ulang ulang. Terus tolong perbaiki lagi,1,Negatif
Bagus tapi tolong tambahkan login lewat nomor telepon bisa saja Orang lupa password,4,Positif
Sangat mudah untuk bermunikasi saat maen 😎,5,Positif
"Login & register ribet banget, ujung"" tetep gk berhasil login / register, back end nya parah",1,Negatif
Ini discrod kenapa ya ... Susah banget login .....🖕🖕,1,Negatif
"APLIKASI NYA BAGUS KOK,KALO KALIAN YG MASALAH NYA UDH VEREVIKASI PAKE EMAIL LALU TETAP G BISA BAHKAN UDH GANTI PASSWORD ITU CARANYA KALIAN VERIFIKASI LALU MASUK KE GMAIL VEREVIKASI DAN KEMBALI KE DISCORD LALU MASUKIN ULANG PW NYA. SEMOGA BERMANFAAT",5,Positif
Gak bisa login goblog tolol udah benar gua tebak gambar tapi sistem Li goblog parah anying,1,Negatif
"Gajels masa kalo bikin baru harus hapus aku yang lama, giliran masukin akun lama gak bisa",1,Negatif
Tolong dong dalam vertifikasi nomor kasih hilang saja karna udah beberapa kali tapi pesan nya tidak masuk masuk,1,Negatif
apk jelek udah verifikasi akun dengan benar tetep aja ga bisa masuk,1,Negatif
Masa pas diisin password password nya dah basi gj ni apk,1,Negatif
"Aplikasi nya bagus sih,,,tapi kalian tau ga,.ada apk yang serupa dengan discord,,yaitu on mic kalo ga salah sih",5,Positif
Jujur.. SEDIH BANGET SAMA KEAMANANNYA 😭😭 temen temen ku udah banyak yang kena hack. Padahal kami kenal di discord dan belum tukeran nomor.. SEKARANG GIMANA CARANYA GUA NGOBROL SAMA DIA?! TEMEN TEMEN GUA ADA BANYAK TAPI PADA ILANG SATU PERSATU ITU SEDIH WOY.,1,Negatif
Harus ditambahin bahasa Indonesia jadi lebih bagus,3,Netral
"Saya Mohon Untuk Pihak Discord, Meningkatkan Keamanan Agar Tidak Ada Kasus Terjadi Penipuan. Terima Kasih, Semangat!!! ❤️❤️❤️",5,Positif
Penggunaan nya mudah,5,Positif
"Buat yang gabisa login, itu bisanya daftar. Gw juga daftar dan baru bisa masuk ke apk nya. Di sini yang menurut gw kurang adalah cara mencari teman. Kalau gaada teman yang main discord, lo ga bakal punya temen di situ karena harus verifikasi username dan tag.",4,Positif
"mantab sekarang ada fitur share screen, bisa nobar gaesss",5,Positif
Aku gak ga bisa login tolong Aku sudah yang betul tapi gak bisa,1,Negatif
"oh iya gays saran aja klo kalian introvert, ansos dan ga punya circle jangan ikutan open mic di server ntar di kacangin, ngt000d aplikasi circle",5,Positif
"Mohon maaf sebelumnya, saya sudah pernah login dan membuat akun tapi setiap kali login selalu gagal walaupun password sudah di riset setelah selesai mengisi captcha selalu login gagal ,. Tolong bantuannya",1,Negatif
mohon di tinjau lagi kegunaan dari aplikasi dc karena aplikasi ini sangat bagus cuma ada kekurangan yaitu cara membuka dc dari hp agar tidak terjadi crash,3,Netral
"Knp sih malah gini aku kan udah bikin akun abis itu aku login tapi entah knp malah invalid,padahal aku bukan robot,nanti klo udah diperbaiki ku kasih bintang 5 deh...oke gitu aja dan Assalammualikum wb",1,Negatif
Aplikasi ini sangat membantu saat pengen mabar ama temen tapi pas di fitur voice nya voice connected nya sering berubah rubah tolong di next update nya diperbaiki,5,Positif
Tidak bangus apikasa iya aku udah coba berpa kali nggak basi jelak apikasa iya aku kasih binta satu aja,1,Negatif
Dicoba terus tapi tidak pernah bisa login sejak awal register,1,Negatif
Saya tidak bisa memverifikasi nomor di akun discord saya,4,Positif
Aplikasi ini sangat bagus dan memudahkan kita untuk mabar sama temen juga mencari teman di server Vtuber juga server lainnya Terima kasih developer!,5,Positif
Oke aja tetapi waktu saya mau login knp gk bisa? Padahal udah coba beberapa kali passwordny kayak hilang saja.. Tolong di Fix dulu yaa☺,4,Positif
Saya tidak bisa login padahal pasword dan email sudah benar semua,1,Negatif
Aplikasinya sangat buruk dari sistem penonaktifan akun gk bener malah di sable padahal saya tidak melakukan hal yang aneh aneh dasar aplikasi dah rusak!😡😡😡😡😡,1,Negatif
Aplikasi yang sangat bagus untuk mengobrol bersama teman,5,Positif
Saya mau login kok nomer hp saya tidak menerima verify ya saya sudah berulang kali untuk memasukan no mer saya ber ulang kali untuk menerima verify kok tetap tidak bisa. mohon untuk perbaiki masalah ini di tunggu dari Discrod,2,Negatif
"Bug pas mau masuk grub chat, gabisa mulu. Selalu kosong dan invalid pas masukkan link.",3,Netral
Ini aplikasi jelek banget aku gabisa login dah gitu developernya bego dan gak peduli semoga aplikasi ini bangkrut,1,Negatif
